id, name, value
1246,qICC,1245.45
1247,LMQm,1246.88
1248,JzBv,1247.66
1249,vYnO,1248.6
1250,ZxlY,1249.02
1251,RzmR,1250.76
1252,mqoR,1251.72
1253,Rnuq,1252.5
1254,tFMj,1253.56
1255,ytkI,1254.97
1256,GclO,1255.11
1257,ZbdO,1256.79
1258,kqic,1257.89
1259,PwaO,1258.42
1260,FUcO,1259.27
1261,cBQV,1260.1
1262,BzFj,1261.04
1263,ffbt,1262.11
1264,QFYj,1263.26
1265,vRtd,1264.5
1266,PLtw,1265.71
1267,SUmx,1266.93
1268,byJg,1267.6
1269,KoDY,1268.76
1270,HSov,1269.9
1271,fSOA,1270.76
1272,Fkwv,1271.15
1273,LfAy,1272.72
1274,giNo,1273.18
1275,KpCu,1274.88
1276,wiTl,1275.98
1277,XHkL,1276.06
1278,KHXH,1277.33
1279,yWog,1278.19
1280,jSfI,1279.22
1281,LNcq,1280.56
1282,hmNu,1281.64
1283,Jepo,1282.68
1284,ReEp,1283.22
1285,DNcD,1284.17
1286,xWtu,1285.66
1287,zAmA,1286.29
1288,qCzu,1287.81
1289,AiAX,1288.39
1290,hcqA,1289.07
1291,OvGq,1290.79
1292,EfjL,1291.53
1293,KzQS,1292.85
1294,lKAh,1293.11
1295,UtoB,1294.69
1296,nNMA,1295.23
1297,zdpD,1296.83
1298,MRjw,1297.34
1299,lJLr,1298.83
1300,ajGS,1299.82
1301,ecLT,1300.85
1302,hcjS,1301.77
1303,Mlnn,1302.88
1304,JTba,1303.26
1305,yqWB,1304.84
1306,ymnv,1305.41
1307,FaHb,1306.96
1308,BHfW,1307.58
1309,dkkN,1308.89
1310,lJyu,1309.49
1311,NlJl,1310.32
1312,Ysmu,1311.14
1313,gHsS,1312.6
1314,anxb,1313.07
1315,nLjm,1314.14
1316,dkTm,1315.83
1317,UjeB,1316.44
1318,Ldib,1317.83
1319,Ycpz,1318.8
1320,BFjj,1319.63
1321,vxNe,1320.83
1322,UpbX,1321.65
1323,CIRD,1322.22
1324,kMQD,1323.71
1325,jcjq,1324.65
1326,XlRx,1325.53
1327,aPBR,1326.07
1328,oGqG,1327.18
1329,Hbou,1328.3
1330,VzPU,1329.09
1331,LTuk,1330.95
1332,KSDO,1331.48
1333,BEax,1332.69
1334,ELul,1333.63
1335,TFlp,1334.51
1336,GHEQ,1335.78
1337,edmm,1336.97
1338,uqGF,1337.47
1339,xAwV,1338.13
1340,UYpW,1339.28
1341,BTFx,1340.92
1342,MwiY,1341.58
1343,Iduk,1342.14
1344,wwkc,1343.32
1345,vsOa,1344.7
1346,bMgZ,1345.54
1347,cIWc,1346.24
1348,pSpt,1347.35
1349,vlej,1348.93
1350,XYPu,1349.7
1351,ykME,1350.7
1352,cuIo,1351.35
1353,GBSS,1352.65
1354,WFZQ,1353.88
1355,YWMm,1354.9
1356,LvOL,1355.6
1357,VBFo,1356.23
1358,OSsK,1357.03
1359,NjKQ,1358.84
1360,sPYG,1359.98
1361,fhcu,1360.73
1362,VZHr,1361.63
1363,zjGw,1362.52
1364,URmT,1363.64
1365,cxYu,1364.94
1366,sRHC,1365.05
1367,Pwku,1366.14
1368,KtLq,1367.7
1369,lvrH,1368.58
1370,nOUd,1369.63
1371,LbFV,1370.11
1372,rgrf,1371.18
1373,pPvl,1372.23
1374,lhDf,1373.0
1375,Mhth,1374.63
1376,mvOn,1375.54
1377,ozsm,1376.39
1378,VpcO,1377.01
1379,tSAy,1378.58
1380,lKcy,1379.22
1381,Zwmb,1380.14
1382,KXWS,1381.85
1383,qqxD,1382.19
1384,KCcC,1383.74
1385,zIxj,1384.69
1386,fusD,1385.75
1387,elkB,1386.52
1388,qlAx,1387.28
1389,SBoy,1388.37
1390,MjCg,1389.81
1391,GHQM,1390.97
1392,tIqq,1391.97
1393,oKIX,1392.94
1394,Dzst,1393.84
1395,goMa,1394.31
1396,meCj,1395.13
1397,rCQg,1396.46
1398,tSbi,1397.93
1399,CGWy,1398.35
1400,gCNn,1399.46
1401,mlze,1400.92
1402,rKgo,1401.22
1403,Uxwf,1402.02
1404,wwJW,1403.4
1405,dzNE,1404.06
1406,oFfw,1405.11
1407,Mwmv,1406.23
1408,FbEg,1407.17
1409,wZNw,1408.27
1410,Spbs,1409.32
1411,XVle,1410.59
1412,OTSv,1411.82
1413,rTdC,1412.19
1414,ajrd,1413.08
1415,Hpst,1414.93
1416,GuDb,1415.76
1417,OxLp,1416.6
1418,GNgw,1417.76
1419,VtGE,1418.04
1420,UIsV,1419.48
1421,DKca,1420.4
1422,tfmN,1421.57
1423,vSXW,1422.07
1424,xtkn,1423.3
1425,tLoY,1424.86
1426,pOVO,1425.61
1427,wtxZ,1426.37
1428,ZPBg,1427.6
1429,Hfjs,1428.41
1430,Robf,1429.99
1431,aOhv,1430.63
1432,dCiu,1431.58
1433,cmcj,1432.2
1434,Xmlo,1433.52
1435,WHBb,1434.07
1436,xwgt,1435.26
1437,LLwK,1436.94
1438,kWpU,1437.12
1439,RbxL,1438.62
1440,ttSD,1439.2
1441,jHrA,1440.96
1442,nWJJ,1441.47
1443,xpkI,1442.39
1444,zUQg,1443.45
1445,ZvUQ,1444.62
1446,BVMx,1445.66
1447,xpTj,1446.48
1448,wGJq,1447.66
1449,ZWqc,1448.25
1450,QMyj,1449.11
1451,ittf,1450.56
1452,XraN,1451.06
1453,yTPW,1452.63
1454,PztI,1453.97
1455,ffjg,1454.66
1456,bcog,1455.61
1457,sgGX,1456.68
1458,zQWK,1457.16
1459,GwEK,1458.92
1460,XwED,1459.72
1461,ruQw,1460.26
1462,mcRV,1461.52
1463,RUWi,1462.13
1464,IxYW,1463.27
1465,rOoG,1464.47
1466,BRgr,1465.06
1467,RjYo,1466.49
1468,LKuE,1467.3
1469,zAYI,1468.45
1470,Rdhs,1469.3
1471,XEIS,1470.06
1472,SzMp,1471.34
1473,ZSBD,1472.81
1474,Vhca,1473.91
1475,XIjQ,1474.7
1476,nvzD,1475.26
1477,uqEZ,1476.5
1478,XBnT,1477.19
1479,YPBc,1478.25
1480,BYSz,1479.62
1481,UudR,1480.92
1482,fiOM,1481.49
1483,WuIb,1482.01
1484,aEPf,1483.92
1485,Vmgd,1484.89
1486,pEPD,1485.51
1487,CDCv,1486.31
1488,UEKy,1487.18
1489,XXXT,1488.05
1490,EeyF,1489.49
1491,ZUpw,1490.21
1492,rEjw,1491.55
1493,XPkx,1492.32
1494,WldA,1493.85
1495,ANBs,1494.9
1496,qRar,1495.7
1497,LlDz,1496.17
1498,qmeH,1497.67
1499,jnUV,1498.71
1500,gExs,1499.23
1501,yCCL,1500.52
1502,nAPu,1501.6
1503,IHQk,1502.96
1504,lFJs,1503.57
1505,KlqL,1504.43
1506,frLK,1505.0
1507,IWIU,1506.84
1508,AfLy,1507.68
1509,eRUi,1508.43
1510,LKNa,1509.84
1511,xOdM,1510.36
1512,rfqJ,1511.18
1513,sdUa,1512.87
1514,ipWU,1513.79
1515,vZIn,1514.69
1516,RpdN,1515.2
1517,dvhc,1516.23
1518,PPfw,1517.07
1519,IRwT,1518.69
1520,DAcP,1519.3
1521,ABVS,1520.7
1522,UNTr,1521.01
1523,RmVu,1522.38
1524,GjWe,1523.8
1525,siMf,1524.48
1526,mxZx,1525.72
1527,yPow,1526.86
1528,rTYA,1527.91
1529,CYOn,1528.85
1530,TLnl,1529.05
1531,jeTM,1530.02
1532,nCVt,1531.17
1533,ngtE,1532.48
1534,sPTS,1533.02
1535,YRCd,1534.5
1536,tlrk,1535.57
1537,MLyL,1536.85
1538,gvYQ,1537.75
1539,yCDM,1538.52
1540,MJoJ,1539.58
1541,XPOb,1540.71
1542,LXPy,1541.51
1543,zABk,1542.66
1544,MUia,1543.13
1545,VKZm,1544.26
1546,qXEq,1545.4
1547,GKXC,1546.63
1548,zCaD,1547.89
1549,qUnk,1548.06
1550,zQDL,1549.54
1551,uapF,1550.82
1552,vSaH,1551.48
1553,nSrM,1552.74
1554,SafC,1553.0
1555,uwXW,1554.23
1556,flPE,1555.51
1557,vXne,1556.64
1558,jVao,1557.43
1559,MziR,1558.72
1560,AkCO,1559.67
1561,JfMN,1560.63
1562,NfJk,1561.57
1563,MNIU,1562.14
1564,fYie,1563.23
1565,uzDU,1564.52
1566,znGT,1565.13
1567,xeDU,1566.8
1568,bejZ,1567.52
1569,PoQQ,1568.99
1570,tmuP,1569.47
1571,GGGE,1570.53
1572,qitu,1571.22
1573,nUhq,1572.3
1574,JrQT,1573.13
1575,BCkc,1574.24
1576,ToGR,1575.54
1577,qZpz,1576.16
1578,Hfpd,1577.58
1579,BmaS,1578.75
1580,jlVx,1579.38
1581,AEnA,1580.79
1582,ftQi,1581.94
1583,rAEt,1582.07
1584,fFfy,1583.36
1585,yAES,1585.0
1586,HzKC,1585.27
1587,vdgr,1586.68
1588,hvKZ,1587.85
1589,QrOf,1588.02
1590,SClM,1589.77
1591,VrCZ,1590.44
1592,yuVK,1591.0
1593,UeXr,1592.55
1594,DAcU,1593.04
1595,CpkE,1594.86
1596,vPWD,1595.91
1597,RhiX,1596.34
1598,BZFi,1597.24
1599,cLAN,1598.42
1600,NLiW,1599.39
1601,trGN,1600.5
1602,kMKf,1601.75
1603,TQSC,1602.01
1604,GRqC,1603.49
1605,CGpU,1604.73
1606,lKml,1605.97
1607,vfHk,1606.67
1608,XkyR,1607.78
1609,Nlqa,1608.57
1610,ZUgR,1609.2
1611,BROk,1610.28
1612,hVxE,1611.29
1613,fqBn,1612.93
1614,NSYg,1613.39
1615,TaCm,1614.98
1616,etDr,1615.01
1617,qpPd,1616.06
1618,iTLY,1617.88
1619,Wlvm,1618.41
1620,dElR,1619.58
1621,dGgR,1620.41
1622,etRh,1621.36
1623,Vngm,1622.59
1624,AWBU,1623.99
1625,VPxz,1624.47
1626,TYQe,1625.77
1627,uoDO,1626.14
1628,GuOL,1627.19
1629,Swtc,1628.69
1630,rVFl,1629.89
1631,wkKg,1630.6
1632,vVXQ,1631.69
1633,cLpF,1632.41
1634,txwP,1633.51
1635,LYcg,1634.49
1636,doya,1635.71
1637,CpdG,1636.41
1638,cisl,1637.19
1639,uClr,1638.52
1640,ycfb,1639.95
1641,hgVU,1640.77
1642,eoQG,1641.76
1643,wndo,1642.31
1644,BneH,1643.68
1645,ElfS,1644.23
1646,OMhh,1645.51
1647,YGQb,1646.72
1648,zbPb,1647.59
1649,cSMV,1648.53
1650,IoNK,1649.44
1651,RunM,1650.62
1652,NDyn,1651.8
1653,BZjj,1652.53
1654,Huvn,1653.72
1655,oQQl,1654.76
1656,FynU,1655.62
1657,nrvP,1656.32
1658,sqdE,1657.46
1659,nLqO,1658.97
1660,KZme,1659.16
1661,Abwb,1660.17
1662,gWUo,1661.05
1663,DFSa,1662.38
1664,Ygoq,1663.83
1665,abrG,1664.61
1666,MBFr,1665.25
1667,wjmU,1666.19
1668,Sbaq,1667.86
1669,fckI,1668.75
1670,qbOB,1669.87
1671,cQBF,1670.68
1672,uTdg,1671.64
1673,QVSV,1672.09
1674,jwia,1673.2
1675,bsVA,1674.88
1676,tgeW,1675.36
1677,tkys,1676.97
1678,oyGF,1677.46
1679,rzRr,1678.41
1680,rKcz,1679.96
1681,pNdR,1680.43
1682,eknl,1681.1
1683,nHOO,1682.14
1684,Spyk,1683.83
1685,mXGT,1684.02
1686,tpad,1685.49
1687,kpYB,1686.74
1688,yHIH,1687.09
1689,lQlz,1688.15
1690,XBxm,1689.31
1691,jXxE,1690.02
1692,jNIr,1691.2
1693,dmYA,1692.12
1694,kDGb,1693.2
1695,RkVQ,1694.04
1696,ngfg,1695.78
1697,cMNx,1696.84
1698,BxKw,1697.92
1699,fFSD,1698.77
1700,cYwe,1699.57
1701,QWfx,1700.15
1702,roWw,1701.09
1703,Ovwe,1702.69
1704,LzVY,1703.17
1705,gieA,1704.82
1706,AyQj,1705.27
1707,UoOy,1706.88
1708,XSca,1708.0
1709,nBNt,1708.1
1710,LsXy,1709.25
1711,MfdG,1710.2
1712,UioK,1711.53
1713,Uneo,1712.96
1714,FVJf,1713.62
1715,vJSF,1714.92
1716,nxys,1715.47
1717,Swuc,1716.21
1718,gKII,1717.13
1719,qBEJ,1718.51
1720,kBBA,1719.15
1721,ofmh,1720.53
1722,GwZl,1721.42
1723,mbvJ,1722.76
1724,MApw,1723.58
1725,MfEl,1724.95
1726,Eonn,1725.21
1727,dcfQ,1726.79
1728,lcZM,1727.85
1729,DIFk,1728.73
1730,agQA,1729.22
1731,sdeT,1730.1
1732,vYQd,1731.62
1733,vuzf,1732.67
1734,cFmO,1733.31
1735,JeeB,1734.63
1736,dMQD,1735.44
1737,PZCJ,1736.61
1738,HFSP,1737.51
1739,oaVX,1738.1
1740,PYul,1739.61
1741,tltM,1740.3
1742,BimN,1741.81
1743,kHtX,1742.74
1744,ZclJ,1743.22
1745,pFvb,1744.76
1746,PZCS,1745.06
1747,ciwP,1746.75
1748,UFld,1747.81
1749,DSTk,1748.62
1750,zlzp,1749.79
1751,lKvt,1750.47
1752,kPAg,1751.18
1753,vxue,1752.59
1754,IWKP,1753.33
1755,JWJU,1754.31
1756,ryFB,1755.2
1757,MtYL,1756.27
1758,QfwO,1757.51
1759,weIB,1758.69
1760,ExQG,1759.77
1761,DOdP,1760.96
1762,PEZo,1761.61
1763,pnfV,1762.33
1764,Xned,1763.65
1765,gDNV,1764.75
1766,jzll,1765.12
1767,SWyZ,1766.97
1768,kznW,1767.62
1769,ydDp,1768.24
1770,sIIT,1769.04
1771,olkI,1770.92
1772,XnQC,1771.41
1773,Odfb,1772.47
1774,sJpS,1773.03
1775,fTkW,1774.84
1776,yQqj,1775.57
1777,VQqq,1776.42
1778,TotE,1777.16
1779,DUYq,1778.67
1780,uxuz,1779.81
1781,msPv,1780.2
1782,NaeC,1781.96
1783,QlBD,1782.2
1784,pgnj,1783.0
1785,VTzl,1784.62
1786,CKxt,1785.61
1787,ECFl,1786.29
1788,UDUe,1787.82
1789,ocoj,1788.3
1790,ppKw,1789.56
1791,oGJa,1790.31
1792,YrKa,1791.77
1793,WLQs,1792.97
1794,OOwu,1793.3
1795,teBt,1794.57
1796,wOlR,1795.31
1797,weQC,1796.78
1798,Mhbe,1797.42
1799,gqoM,1798.31
1800,SjvY,1799.16
1801,dkow,1800.65
1802,qglt,1801.67
1803,znmT,1802.93
1804,edqX,1803.78
1805,HvXk,1804.95
1806,JHxv,1805.28
1807,hDss,1806.53
1808,Rccy,1807.17
1809,Bvca,1808.88
1810,Yggm,1809.98
1811,GZgP,1810.9
1812,UccT,1811.08
1813,HVte,1812.76
1814,xFlY,1813.54
1815,DXqP,1814.78
1816,Ynve,1815.33
1817,etpV,1816.09
1818,AVxZ,1817.79
1819,ABdN,1818.03
1820,OBib,1819.44
1821,jKMY,1820.25
1822,OqEb,1821.78
1823,OzOo,1822.44
1824,pNHI,1823.81
1825,MwXt,1824.72
1826,NWuU,1825.0
1827,vmkM,1827.0
1828,rROA,1827.63
1829,gghD,1828.21
1830,wYJP,1829.82
1831,xqtj,1830.19
1832,yBHV,1831.61
1833,PQAX,1832.3
1834,uPqS,1833.91
1835,eDJC,1834.68
1836,eczf,1835.68
1837,Mqyz,1836.58
1838,ingp,1837.96
1839,cecB,1838.34
1840,bioq,1839.01
1841,JFMg,1840.56
1842,ZFVR,1841.12
1843,WkXT,1842.07
1844,UCoN,1843.43
1845,ZSKj,1844.85
1846,Ienj,1845.4
1847,sSTA,1846.7
1848,JoBF,1847.28
1849,pDUr,1848.09
1850,XKdY,1849.53
1851,QiqF,1850.08
1852,xtea,1851.59
1853,tLBK,1852.55
1854,NYOU,1853.76
1855,eFtt,1854.45
1856,ijAL,1855.36
1857,kVKp,1856.25
1858,fMXn,1857.48
1859,KOyO,1858.75
1860,tpAT,1859.98
1861,hQTh,1860.97
1862,XLlC,1861.62
1863,aOEi,1862.28
1864,Gqeb,1863.2
1865,igVd,1864.21
1866,RvTo,1865.08
1867,uBaT,1866.21
1868,GGVr,1867.87
1869,IGbz,1868.49
1870,Cynx,1869.73
1871,gBnq,1870.67
1872,xJOL,1871.56
1873,jeSW,1872.18
1874,pcfk,1873.76
1875,ifeG,1874.23
1876,AODJ,1875.18
1877,LlUB,1876.5
1878,jArm,1877.44
1879,UhcV,1878.13
1880,DnYv,1879.74
1881,Nrzj,1880.53
1882,qtvd,1881.88
1883,InXa,1882.66
1884,AVpu,1883.45
1885,fjBN,1884.56
1886,abuj,1885.04
1887,pazm,1886.77
1888,BWoS,1887.43
1889,ceQH,1888.9
1890,uGBI,1889.3
1891,vxOh,1890.81
1892,OArS,1891.93
1893,kCEk,1892.46
1894,AjKR,1893.9
1895,Pjmf,1894.93
1896,lXzi,1895.32
1897,sdvF,1896.57
1898,iRDW,1897.54
1899,XuBp,1898.86
1900,dRRV,1899.93
1901,rTNr,1900.99
1902,yJCl,1901.22
1903,AyNC,1902.35
1904,SPCX,1903.16
1905,MNFy,1904.15
1906,wIBo,1905.63
1907,KCAz,1906.66
1908,WMRF,1907.33
1909,GPVE,1908.56
1910,sZwC,1909.26
1911,lqGk,1910.57
1912,PElG,1911.3
1913,CHmM,1912.7
1914,wWpn,1913.98
1915,RlFf,1914.17
1916,gwpE,1915.56
1917,Fdgn,1916.11
1918,jBKK,1917.6
1919,amch,1918.72
1920,BcMr,1919.8
1921,EBOT,1920.02
1922,egMT,1921.76
1923,GLPR,1922.26
1924,ehuV,1923.46
1925,efTy,1924.56
1926,Mxev,1925.89
1927,BWmO,1926.07
1928,LoDc,1927.3
1929,ZMNJ,1928.33
1930,GMrj,1929.29
1931,btkD,1930.7
1932,FZLu,1931.81
1933,zPqw,1932.66
1934,AYXK,1933.26
1935,aYtP,1934.25
1936,yhtL,1935.54
1937,VYBU,1936.46
1938,OZgi,1937.63
1939,kfFe,1938.04
1940,LTve,1939.81
1941,Uzlo,1940.62
1942,IPCg,1941.14
1943,qFIE,1942.89
1944,dcBd,1943.51
1945,CvYg,1944.99
1946,wGbc,1945.33
1947,sXdA,1946.46
1948,HbcU,1947.66
1949,RMWg,1948.41
1950,ipgs,1949.45
1951,tYMV,1950.5
1952,PoYo,1951.63
1953,zIVs,1952.66
1954,PZJv,1953.63
1955,lBVk,1954.87
1956,dqJi,1955.23
1957,ClUb,1956.44
1958,udCv,1957.01
1959,KLyZ,1958.48
1960,BOrL,1959.58
1961,VngG,1960.81
1962,Yryy,1961.4
1963,Cjkj,1962.19
1964,UeMP,1963.99
1965,aiPt,1964.87
1966,XtiR,1965.82
1967,UJkG,1966.76
1968,qcbg,1967.88
1969,rFjh,1968.35
1970,rFyy,1969.56
1971,gOWh,1970.48
1972,xxcI,1971.25
1973,GlJy,1972.82
1974,MSes,1973.7
1975,nXYZ,1974.78
1976,LYol,1975.98
1977,gLtO,1976.98
1978,SInZ,1977.16
1979,oQDk,1978.86
1980,KHVG,1979.58
1981,RePl,1980.55
1982,mpSi,1981.09
1983,bzqL,1982.32
1984,Divx,1983.35
1985,qVvh,1984.38
1986,megJ,1985.85
1987,Hszu,1986.71
1988,XASe,1987.28
1989,NsvM,1988.23
1990,RyDp,1989.22
1991,ikvS,1990.78
1992,UUti,1992.0
1993,FZsO,1992.98
1994,apIA,1993.24
1995,tfzR,1994.48
1996,fCny,1995.5
1997,lDTy,1996.27
1998,ptjR,1997.34
1999,sxdw,1998.2
2000,uIBh,1999.48
2001,uclH,2000.3
2002,Frvc,2001.48
2003,YlvU,2002.55
2004,Bbuj,2003.2
2005,HKBy,2004.45
2006,AqDB,2005.29
2007,tQcB,2006.77
2008,zUzu,2007.44
2009,SmUu,2008.32
2010,scoc,2009.5
2011,wsbl,2010.72
2012,NFaj,2011.8
2013,dcmG,2012.6
2014,aEhN,2013.2
2015,zmyT,2014.07
2016,wesF,2015.03
2017,fkCZ,2016.59
2018,tiEF,2017.49
2019,glLk,2018.95
2020,joFi,2019.76
2021,XQaD,2020.31
2022,VgoQ,2021.36
2023,kZpJ,2022.68
2024,tuNz,2023.97
2025,hWFl,2024.95
2026,watA,2025.67
2027,iEhb,2026.03
2028,DWNR,2027.5
2029,SZDN,2028.24
2030,HIUx,2029.56
2031,xTgZ,2030.92
2032,enBb,2031.66
2033,OauD,2032.39
2034,xYyR,2033.26
2035,ukng,2035.0
2036,SedZ,2035.47
2037,AjEY,2036.76
2038,rMKp,2037.42
2039,Cnnr,2038.93
2040,yJJM,2039.3
2041,UgUq,2040.33
2042,pYBw,2041.25
2043,uJwJ,2042.99
2044,klAQ,2043.93
2045,gpgN,2044.63
2046,dJme,2045.4
2047,soND,2046.56
2048,IkmA,2047.25
2049,zXJY,2048.93
2050,JdKc,2049.25
2051,KsyH,2050.35
2052,PSCQ,2051.71
2053,cjVj,2052.91
2054,jaYC,2053.62
2055,bBhl,2054.27
2056,tENd,2055.72
2057,WJbS,2056.43
2058,zLgN,2057.77
2059,HSaN,2058.41
2060,KpdF,2059.34
2061,rIyA,2060.67
2062,mrxO,2061.73
2063,varu,2062.39
2064,aNuk,2063.33
2065,AuGD,2064.3
2066,dKbZ,2065.1
2067,gZDF,2066.9
2068,XFeI,2067.89
2069,dxpF,2068.03
2070,werO,2069.51
2071,KXlD,2070.49
2072,aqtH,2071.15
2073,feMQ,2072.89
2074,lLOh,2073.38
2075,PuLy,2074.95
2076,KYWd,2075.05
2077,kXov,2076.15
2078,QkZD,2077.71
2079,ovnv,2078.31
2080,BJas,2079.15
2081,HZCX,2080.74
2082,wxAP,2081.88
2083,IkVr,2082.17
2084,xRke,2083.48
2085,trkd,2084.16
2086,LNmt,2085.15
2087,atew,2086.04
2088,hgJR,2087.74
2089,mRxM,2088.72
2090,bkVe,2089.15
2091,rqQC,2090.86
2092,rotg,2091.53
2093,fHIQ,2092.74
2094,rJSs,2093.15
2095,nizl,2094.2
2096,Crzf,2095.82
2097,ycgl,2096.65
2098,VeyM,2097.99
2099,TaSc,2098.66
2100,govK,2099.01
2101,VCUs,2100.41
2102,TXDe,2101.29
2103,oYRp,2102.27
2104,LpzD,2103.33
2105,wjRk,2104.34
2106,ttiW,2105.96
2107,Dgts,2106.3
2108,Hjvt,2107.11
2109,pzDE,2108.89
2110,cBxI,2109.5
2111,AFKY,2110.32
2112,XiAe,2111.2
2113,tLWU,2112.25
2114,fLqR,2113.66
2115,GFBq,2114.99
2116,eebH,2115.07
2117,EWfJ,2116.15
2118,kqCj,2117.68
2119,GQcy,2118.88
2120,brFh,2119.48
2121,dsvF,2120.66
2122,RTfu,2121.1
2123,FOKE,2122.07
2124,eYFv,2123.71
2125,JzQK,2124.09
2126,PuyO,2125.27
2127,lkZG,2126.51
2128,wCIa,2127.5
2129,yXDz,2128.43
2130,gChG,2129.24
2131,vZLB,2130.01
2132,qIVW,2131.01
2133,xEwO,2132.49
2134,ajVT,2133.25
2135,yGXF,2134.43
2136,gxBn,2135.35
2137,Hxbq,2136.08
2138,iZoS,2137.3
2139,NPSa,2138.69
2140,ZLco,2139.76
2141,Hzbn,2140.41
2142,HTDm,2141.37
2143,QwcS,2142.89
2144,EvCU,2143.76
2145,mFjH,2144.97
2146,fZMw,2145.97
2147,VEqL,2146.74
2148,mGaW,2147.7
2149,UhRe,2148.16
2150,unla,2149.56
2151,kpUr,2150.77
2152,Xjas,2151.82
2153,HWIV,2152.69
2154,HTCW,2153.79
2155,oHqf,2154.25
2156,Twld,2155.13
2157,lfGG,2156.08
2158,QMQw,2157.01
2159,cxBN,2158.7
2160,eMhV,2159.89
2161,wlxd,2160.72
2162,jclP,2161.35
2163,fxvl,2162.01
2164,uLJC,2163.47
2165,wJKM,2164.8
2166,MCYv,2165.68
2167,Twya,2166.61
2168,wCTK,2167.6
2169,QFjp,2168.14
2170,jtyC,2169.9
2171,OHBa,2170.07
2172,UAUn,2171.41
2173,arRJ,2172.29
2174,bsqQ,2173.62
2175,Enug,2174.39
2176,HfnO,2175.73
2177,MWjo,2176.44
2178,HEIX,2177.07
2179,aHBR,2178.63
2180,vzzX,2179.05
2181,jzsc,2180.12
2182,uBMd,2181.9
2183,DfLU,2182.14
2184,GajU,2183.86
2185,kIKB,2184.17
2186,wbaj,2185.64
2187,OVRw,2186.27
2188,IRks,2187.43
2189,wPuw,2188.98
2190,aZbl,2189.3
2191,Kipk,2190.62
2192,dVqS,2191.28
2193,Xakw,2192.19
2194,lXBq,2193.61
2195,QUqd,2194.45
2196,bjOa,2195.4
2197,jUVb,2196.7
2198,eYfg,2197.86
2199,XuLs,2198.78
2200,LSMB,2199.57
2201,Gleh,2200.68
2202,MpSV,2201.85
2203,BhbG,2202.53
2204,vhDL,2203.21
2205,iJBW,2204.63
2206,JGlE,2205.07
2207,BSbb,2206.47
2208,VYvp,2207.07
2209,Hohz,2208.34
2210,YXnI,2209.9
2211,gimO,2210.52
2212,KQLE,2211.66
2213,HZcQ,2212.02
2214,JdwZ,2213.28
2215,Ycxx,2214.89
2216,UbKz,2215.93
2217,xIlq,2216.55
2218,dKMa,2217.57
2219,Honr,2218.18
2220,qqYO,2219.75
2221,Hkgm,2220.79
2222,fHlX,2221.83
2223,hygs,2222.15
2224,WOUi,2223.44
2225,rKxv,2224.94
2226,wvyF,2225.24
2227,NYFK,2226.2
2228,ARDf,2227.02
2229,rEJU,2228.56
2230,WxfY,2229.73
2231,hZfJ,2230.25
2232,CZub,2231.68
2233,smxH,2232.46
2234,uJzt,2233.74
2235,sUgL,2234.45
2236,VNwb,2235.02
2237,Dkwj,2236.51
2238,MWoP,2237.89
2239,EXlP,2238.59
2240,jFvB,2239.07
2241,NMZK,2240.42
2242,pZcS,2241.81
2243,fTwV,2242.12
2244,tjOS,2243.84
2245,mUHn,2244.13
2246,hzHA,2245.72
2247,feFm,2246.05
2248,VsJy,2247.1
2249,wnCN,2248.67
2250,wMeB,2249.75
2251,uxDI,2250.16
2252,gNmg,2251.37
2253,BXXX,2252.8
2254,qUPH,2253.05
2255,rkSk,2254.72
2256,RETr,2255.84
2257,OZuD,2256.28
2258,MLFv,2257.42
2259,PfqI,2258.21
2260,pFDv,2259.86
2261,cEPr,2260.53
2262,AKpN,2261.3
2263,lqWx,2262.48
2264,uyzt,2263.6
2265,Tfgc,2264.66
2266,imCG,2265.02
2267,yuLO,2266.34
2268,RVlb,2267.7
2269,DGGj,2268.61
2270,geoC,2269.93
2271,Pejw,2270.29
2272,bQbz,2271.58
2273,GChB,2272.72
2274,YrAT,2273.56
2275,OjTl,2274.03
2276,TIfu,2275.04
2277,pACi,2276.43
2278,jQBz,2277.57
2279,JDZz,2278.44
2280,YIIc,2279.89
2281,JWmj,2280.75
2282,nAIC,2281.67
2283,eSDP,2282.91
2284,tftE,2283.11
2285,fiFz,2284.45
2286,GCvH,2285.99
2287,oVez,2286.56
2288,pSFY,2287.99
2289,HPMP,2288.32
2290,JZwb,2289.97
2291,HxJW,2290.41
2292,Wgdv,2291.36
2293,rDak,2292.98
2294,quaW,2293.42
2295,iKlB,2294.49
2296,oMrM,2295.9
2297,YEnW,2296.2
2298,SpeM,2297.49
2299,xdHo,2298.06
2300,AeEm,2299.89
2301,oquO,2300.79
2302,pwQY,2301.48
2303,panJ,2302.58
2304,oaew,2303.08
2305,cNAn,2304.68
2306,zeYc,2305.4
2307,HKKH,2306.66
2308,mKBt,2307.74
2309,FUHv,2308.86
2310,LYPL,2309.33
2311,LXRo,2310.32
2312,xqsx,2311.87
2313,iKlF,2312.12
2314,dxMx,2313.23
2315,pYdr,2314.14
2316,FTlB,2315.73
2317,UwwJ,2316.94
2318,qLNN,2317.68
2319,SiMJ,2318.9
2320,tVvF,2319.43
2321,RNJK,2320.94
2322,XtvA,2321.86
2323,ueEv,2322.98
2324,aQlU,2323.49
2325,muQA,2324.98
2326,mcsU,2325.46
2327,ahBG,2326.28
2328,mROp,2327.05
2329,rcds,2328.87
